,path,emotion
67,data/train-custom\03-02-04-01-01-02-24_sad.wav,sad
68,data/train-custom\03-02-04-01-02-01-01_sad.wav,sad
69,data/train-custom\03-02-04-01-02-01-02_sad.wav,sad
70,data/train-custom\03-02-04-01-02-01-03_sad.wav,sad
71,data/train-custom\03-02-04-01-02-01-04_sad.wav,sad
72,data/train-custom\03-02-04-01-02-01-05_sad.wav,sad
73,data/train-custom\03-02-04-01-02-01-06_sad.wav,sad
74,data/train-custom\03-02-04-01-02-01-11_sad.wav,sad
75,data/train-custom\03-02-04-01-02-01-12_sad.wav,sad
76,data/train-custom\03-02-04-01-02-01-13_sad.wav,sad
77,data/train-custom\03-02-04-01-02-01-14_sad.wav,sad
78,data/train-custom\03-02-04-01-02-01-15_sad.wav,sad
79,data/train-custom\03-02-04-01-02-01-16_sad.wav,sad
80,data/train-custom\03-02-04-01-02-01-19_sad.wav,sad
81,data/train-custom\03-02-04-01-02-01-20_sad.wav,sad
82,data/train-custom\03-02-04-01-02-01-21_sad.wav,sad
83,data/train-custom\03-02-04-01-02-01-22_sad.wav,sad
84,data/train-custom\03-02-04-01-02-01-23_sad.wav,sad
85,data/train-custom\03-02-04-01-02-01-24_sad.wav,sad
86,data/train-custom\03-02-04-01-02-02-01_sad.wav,sad
87,data/train-custom\03-02-04-01-02-02-02_sad.wav,sad
88,data/train-custom\03-02-04-01-02-02-03_sad.wav,sad
89,data/train-custom\03-02-04-01-02-02-04_sad.wav,sad
90,data/train-custom\03-02-04-01-02-02-05_sad.wav,sad
91,data/train-custom\03-02-04-01-02-02-06_sad.wav,sad
92,data/train-custom\03-02-04-01-02-02-11_sad.wav,sad
93,data/train-custom\03-02-04-01-02-02-12_sad.wav,sad
94,data/train-custom\03-02-04-01-02-02-13_sad.wav,sad
95,data/train-custom\03-02-04-01-02-02-14_sad.wav,sad
96,data/train-custom\03-02-04-01-02-02-15_sad.wav,sad
97,data/train-custom\03-02-04-01-02-02-16_sad.wav,sad
98,data/train-custom\03-02-04-01-02-02-19_sad.wav,sad
99,data/train-custom\03-02-04-01-02-02-20_sad.wav,sad
100,data/train-custom\03-02-04-01-02-02-21_sad.wav,sad
101,data/train-custom\03-02-04-01-02-02-22_sad.wav,sad
102,data/train-custom\03-02-04-01-02-02-23_sad.wav,sad
103,data/train-custom\03-02-04-01-02-02-24_sad.wav,sad
104,data/train-custom\03-02-04-02-01-01-01_sad.wav,sad
105,data/train-custom\03-02-04-02-01-01-02_sad.wav,sad
106,data/train-custom\03-02-04-02-01-01-03_sad.wav,sad
107,data/train-custom\03-02-04-02-01-01-04_sad.wav,sad
108,data/train-custom\03-02-04-02-01-01-05_sad.wav,sad
109,data/train-custom\03-02-04-02-01-01-06_sad.wav,sad
110,data/train-custom\03-02-04-02-01-01-11_sad.wav,sad
111,data/train-custom\03-02-04-02-01-01-12_sad.wav,sad
112,data/train-custom\03-02-04-02-01-01-13_sad.wav,sad
113,data/train-custom\03-02-04-02-01-01-14_sad.wav,sad
114,data/train-custom\03-02-04-02-01-01-15_sad.wav,sad
115,data/train-custom\03-02-04-02-01-01-16_sad.wav,sad
116,data/train-custom\03-02-04-02-01-01-19_sad.wav,sad
117,data/train-custom\03-02-04-02-01-01-20_sad.wav,sad
118,data/train-custom\03-02-04-02-01-01-21_sad.wav,sad
119,data/train-custom\03-02-04-02-01-01-22_sad.wav,sad
120,data/train-custom\03-02-04-02-01-01-23_sad.wav,sad
121,data/train-custom\03-02-04-02-01-01-24_sad.wav,sad
122,data/train-custom\03-02-04-02-01-02-01_sad.wav,sad
123,data/train-custom\03-02-04-02-01-02-02_sad.wav,sad
124,data/train-custom\03-02-04-02-01-02-03_sad.wav,sad
125,data/train-custom\03-02-04-02-01-02-04_sad.wav,sad
126,data/train-custom\03-02-04-02-01-02-05_sad.wav,sad
127,data/train-custom\03-02-04-02-01-02-06_sad.wav,sad
128,data/train-custom\03-02-04-02-01-02-11_sad.wav,sad
129,data/train-custom\03-02-04-02-01-02-12_sad.wav,sad
130,data/train-custom\03-02-04-02-01-02-13_sad.wav,sad
131,data/train-custom\03-02-04-02-01-02-14_sad.wav,sad
132,data/train-custom\03-02-04-02-01-02-15_sad.wav,sad
133,data/train-custom\03-02-04-02-01-02-16_sad.wav,sad
134,data/train-custom\03-02-04-02-01-02-19_sad.wav,sad
135,data/train-custom\03-02-04-02-01-02-20_sad.wav,sad
136,data/train-custom\03-02-04-02-01-02-21_sad.wav,sad
137,data/train-custom\03-02-04-02-01-02-22_sad.wav,sad
138,data/train-custom\03-02-04-02-01-02-23_sad.wav,sad
139,data/train-custom\03-02-04-02-01-02-24_sad.wav,sad
140,data/train-custom\03-02-04-02-02-01-01_sad.wav,sad
141,data/train-custom\03-02-04-02-02-01-02_sad.wav,sad
142,data/train-custom\03-02-04-02-02-01-03_sad.wav,sad
143,data/train-custom\03-02-04-02-02-01-04_sad.wav,sad
144,data/train-custom\03-02-04-02-02-01-05_sad.wav,sad
145,data/train-custom\03-02-04-02-02-01-06_sad.wav,sad
146,data/train-custom\03-02-04-02-02-01-11_sad.wav,sad
147,data/train-custom\03-02-04-02-02-01-12_sad.wav,sad
148,data/train-custom\03-02-04-02-02-01-13_sad.wav,sad
149,data/train-custom\03-02-04-02-02-01-14_sad.wav,sad
150,data/train-custom\03-02-04-02-02-01-15_sad.wav,sad
151,data/train-custom\03-02-04-02-02-01-16_sad.wav,sad
152,data/train-custom\03-02-04-02-02-01-19_sad.wav,sad
153,data/train-custom\03-02-04-02-02-01-20_sad.wav,sad
154,data/train-custom\03-02-04-02-02-01-21_sad.wav,sad
155,data/train-custom\03-02-04-02-02-01-22_sad.wav,sad
156,data/train-custom\03-02-04-02-02-01-23_sad.wav,sad
157,data/train-custom\03-02-04-02-02-01-24_sad.wav,sad
158,data/train-custom\03-02-04-02-02-02-01_sad.wav,sad
159,data/train-custom\03-02-04-02-02-02-02_sad.wav,sad
160,data/train-custom\03-02-04-02-02-02-03_sad.wav,sad
161,data/train-custom\03-02-04-02-02-02-04_sad.wav,sad
162,data/train-custom\03-02-04-02-02-02-05_sad.wav,sad
163,data/train-custom\03-02-04-02-02-02-06_sad.wav,sad
164,data/train-custom\03-02-04-02-02-02-11_sad.wav,sad
165,data/train-custom\03-02-04-02-02-02-12_sad.wav,sad
166,data/train-custom\03-02-04-02-02-02-13_sad.wav,sad
167,data/train-custom\03-02-04-02-02-02-14_sad.wav,sad
168,data/train-custom\03-02-04-02-02-02-15_sad.wav,sad
169,data/train-custom\03-02-04-02-02-02-16_sad.wav,sad
170,data/train-custom\03-02-04-02-02-02-19_sad.wav,sad
171,data/train-custom\03-02-04-02-02-02-20_sad.wav,sad
172,data/train-custom\03-02-04-02-02-02-21_sad.wav,sad
173,data/train-custom\03-02-04-02-02-02-22_sad.wav,sad
174,data/train-custom\03-02-04-02-02-02-23_sad.wav,sad
175,data/train-custom\03-02-04-02-02-02-24_sad.wav,sad
176,data/train-custom\03_01_01_01_dogs-sitting_sad.wav,sad
177,data/train-custom\03_01_01_01_kids-talking_sad.wav,sad
178,data/train-custom\03_01_01_02_dogs-sitting_sad.wav,sad
179,data/train-custom\03_01_01_02_kids-talking_sad.wav,sad
180,data/train-custom\03_01_02_01_dogs-sitting_sad.wav,sad
181,data/train-custom\03_01_02_01_kids-talking_sad.wav,sad
182,data/train-custom\03_01_02_02_dogs-sitting_sad.wav,sad
183,data/train-custom\03_01_02_02_kids-talking_sad.wav,sad
184,data/train-custom\03_02_01_01_dogs-sitting_sad.wav,sad
185,data/train-custom\03_02_01_01_kids-talking_sad.wav,sad
186,data/train-custom\03_02_01_02_dogs-sitting_sad.wav,sad
187,data/train-custom\03_02_01_02_kids-talking_sad.wav,sad
188,data/train-custom\03_02_02_01_dogs-sitting_sad.wav,sad
189,data/train-custom\03_02_02_01_kids-talking_sad.wav,sad
190,data/train-custom\03_02_02_02_dogs-sitting_sad.wav,sad
191,data/train-custom\03_02_02_02_kids-talking_sad.wav,sad
192,data/train-custom\04_01_01_01_dogs-sitting_sad.wav,sad
193,data/train-custom\04_01_01_01_kids-talking_sad.wav,sad
194,data/train-custom\04_01_01_02_dogs-sitting_sad.wav,sad
195,data/train-custom\04_01_01_02_kids-talking_sad.wav,sad
196,data/train-custom\04_01_02_01_dogs-sitting_sad.wav,sad
197,data/train-custom\04_01_02_01_kids-talking_sad.wav,sad
198,data/train-custom\04_01_02_02_dogs-sitting_sad.wav,sad
199,data/train-custom\04_01_02_02_kids-talking_sad.wav,sad
200,data/train-custom\04_02_01_01_dogs-sitting_sad.wav,sad
201,data/train-custom\04_02_01_01_kids-talking_sad.wav,sad
202,data/train-custom\04_02_01_02_dogs-sitting_sad.wav,sad
203,data/train-custom\04_02_01_02_kids-talking_sad.wav,sad
204,data/train-custom\04_02_02_01_dogs-sitting_sad.wav,sad
205,data/train-custom\04_02_02_01_kids-talking_sad.wav,sad
206,data/train-custom\04_02_02_02_dogs-sitting_sad.wav,sad
207,data/train-custom\04_02_02_02_kids-talking_sad.wav,sad
208,data/train-custom\05_01_01_01_dogs-sitting_sad.wav,sad
209,data/train-custom\05_01_01_01_kids-talking_sad.wav,sad
210,data/train-custom\05_01_01_02_dogs-sitting_sad.wav,sad
211,data/train-custom\05_01_01_02_kids-talking_sad.wav,sad
212,data/train-custom\05_01_02_01_dogs-sitting_sad.wav,sad
213,data/train-custom\05_01_02_01_kids-talking_sad.wav,sad
214,data/train-custom\05_01_02_02_dogs-sitting_sad.wav,sad
215,data/train-custom\05_01_02_02_kids-talking_sad.wav,sad
216,data/train-custom\05_02_01_01_dogs-sitting_sad.wav,sad
217,data/train-custom\05_02_01_01_kids-talking_sad.wav,sad
218,data/train-custom\05_02_01_02_dogs-sitting_sad.wav,sad
219,data/train-custom\05_02_01_02_kids-talking_sad.wav,sad
220,data/train-custom\05_02_02_01_dogs-sitting_sad.wav,sad
221,data/train-custom\05_02_02_01_kids-talking_sad.wav,sad
222,data/train-custom\05_02_02_02_dogs-sitting_sad.wav,sad
223,data/train-custom\05_02_02_02_kids-talking_sad.wav,sad
224,data/train-custom\06_01_01_01_dogs-sitting_sad.wav,sad
225,data/train-custom\06_01_01_01_kids-talking_sad.wav,sad
226,data/train-custom\06_01_01_02_dogs-sitting_sad.wav,sad
227,data/train-custom\06_01_01_02_kids-talking_sad.wav,sad
228,data/train-custom\06_01_02_01_dogs-sitting_sad.wav,sad
229,data/train-custom\06_01_02_01_kids-talking_sad.wav,sad
230,data/train-custom\06_01_02_02_dogs-sitting_sad.wav,sad
231,data/train-custom\06_01_02_02_kids-talking_sad.wav,sad
232,data/train-custom\06_02_01_01_dogs-sitting_sad.wav,sad
233,data/train-custom\06_02_01_01_kids-talking_sad.wav,sad
234,data/train-custom\06_02_01_02_dogs-sitting_sad.wav,sad
235,data/train-custom\06_02_01_02_kids-talking_sad.wav,sad
236,data/train-custom\06_02_02_01_dogs-sitting_sad.wav,sad
237,data/train-custom\06_02_02_01_kids-talking_sad.wav,sad
238,data/train-custom\06_02_02_02_dogs-sitting_sad.wav,sad
239,data/train-custom\06_02_02_02_kids-talking_sad.wav,sad
240,data/train-custom\07_01_01_01_dogs-sitting_sad.wav,sad
241,data/train-custom\07_01_01_01_kids-talking_sad.wav,sad
242,data/train-custom\07_01_01_02_dogs-sitting_sad.wav,sad
243,data/train-custom\07_01_01_02_kids-talking_sad.wav,sad
244,data/train-custom\07_01_02_01_dogs-sitting_sad.wav,sad
245,data/train-custom\07_01_02_01_kids-talking_sad.wav,sad
246,data/train-custom\07_01_02_02_dogs-sitting_sad.wav,sad
247,data/train-custom\07_01_02_02_kids-talking_sad.wav,sad
248,data/train-custom\07_02_01_01_dogs-sitting_sad.wav,sad
249,data/train-custom\07_02_01_01_kids-talking_sad.wav,sad
250,data/train-custom\07_02_01_02_dogs-sitting_sad.wav,sad
251,data/train-custom\07_02_01_02_kids-talking_sad.wav,sad
252,data/train-custom\07_02_02_01_dogs-sitting_sad.wav,sad
253,data/train-custom\07_02_02_01_kids-talking_sad.wav,sad
254,data/train-custom\07_02_02_02_dogs-sitting_sad.wav,sad
255,data/train-custom\07_02_02_02_kids-talking_sad.wav,sad
256,data/train-custom\08_01_01_01_dogs-sitting_sad.wav,sad
257,data/train-custom\08_01_01_01_kids-talking_sad.wav,sad
258,data/train-custom\08_01_01_02_dogs-sitting_sad.wav,sad
259,data/train-custom\08_01_01_02_kids-talking_sad.wav,sad
260,data/train-custom\08_01_02_01_dogs-sitting_sad.wav,sad
261,data/train-custom\08_01_02_01_kids-talking_sad.wav,sad
262,data/train-custom\08_01_02_02_dogs-sitting_sad.wav,sad
263,data/train-custom\08_01_02_02_kids-talking_sad.wav,sad
264,data/train-custom\08_02_01_01_dogs-sitting_sad.wav,sad
265,data/train-custom\08_02_01_01_kids-talking_sad.wav,sad
266,data/train-custom\08_02_01_02_dogs-sitting_sad.wav,sad
267,data/train-custom\08_02_01_02_kids-talking_sad.wav,sad
268,data/train-custom\08_02_02_01_dogs-sitting_sad.wav,sad
269,data/train-custom\08_02_02_01_kids-talking_sad.wav,sad
270,data/train-custom\08_02_02_02_dogs-sitting_sad.wav,sad
271,data/train-custom\08_02_02_02_kids-talking_sad.wav,sad
272,data/train-custom\09_01_01_01_dogs-sitting_sad.wav,sad
273,data/train-custom\09_01_01_01_kids-talking_sad.wav,sad
274,data/train-custom\09_01_01_02_dogs-sitting_sad.wav,sad
275,data/train-custom\09_01_01_02_kids-talking_sad.wav,sad
276,data/train-custom\09_01_02_01_dogs-sitting_sad.wav,sad
277,data/train-custom\09_01_02_01_kids-talking_sad.wav,sad
278,data/train-custom\09_01_02_02_dogs-sitting_sad.wav,sad
279,data/train-custom\09_01_02_02_kids-talking_sad.wav,sad
280,data/train-custom\09_02_01_01_dogs-sitting_sad.wav,sad
281,data/train-custom\09_02_01_01_kids-talking_sad.wav,sad
282,data/train-custom\09_02_01_02_dogs-sitting_sad.wav,sad
283,data/train-custom\09_02_01_02_kids-talking_sad.wav,sad
284,data/train-custom\09_02_02_01_dogs-sitting_sad.wav,sad
285,data/train-custom\09_02_02_01_kids-talking_sad.wav,sad
286,data/train-custom\09_02_02_02_dogs-sitting_sad.wav,sad
287,data/train-custom\09_02_02_02_kids-talking_sad.wav,sad
288,data/train-custom\10_01_01_01_dogs-sitting_sad.wav,sad
289,data/train-custom\10_01_01_01_kids-talking_sad.wav,sad
290,data/train-custom\10_01_01_02_dogs-sitting_sad.wav,sad
291,data/train-custom\10_01_01_02_kids-talking_sad.wav,sad
292,data/train-custom\10_01_02_01_dogs-sitting_sad.wav,sad
293,data/train-custom\10_01_02_01_kids-talking_sad.wav,sad
294,data/train-custom\10_01_02_02_dogs-sitting_sad.wav,sad
295,data/train-custom\10_01_02_02_kids-talking_sad.wav,sad
296,data/train-custom\10_02_01_01_dogs-sitting_sad.wav,sad
297,data/train-custom\10_02_01_01_kids-talking_sad.wav,sad
298,data/train-custom\10_02_01_02_dogs-sitting_sad.wav,sad
299,data/train-custom\10_02_01_02_kids-talking_sad.wav,sad
300,data/train-custom\10_02_02_01_dogs-sitting_sad.wav,sad
301,data/train-custom\10_02_02_01_kids-talking_sad.wav,sad
302,data/train-custom\10_02_02_02_dogs-sitting_sad.wav,sad
303,data/train-custom\10_02_02_02_kids-talking_sad.wav,sad
304,data/train-custom\11_01_01_01_dogs-sitting_sad.wav,sad
305,data/train-custom\11_01_01_01_kids-talking_sad.wav,sad
306,data/train-custom\11_01_01_02_dogs-sitting_sad.wav,sad
307,data/train-custom\11_01_01_02_kids-talking_sad.wav,sad
308,data/train-custom\11_01_02_01_dogs-sitting_sad.wav,sad
309,data/train-custom\11_01_02_01_kids-talking_sad.wav,sad
310,data/train-custom\11_01_02_02_dogs-sitting_sad.wav,sad
311,data/train-custom\11_01_02_02_kids-talking_sad.wav,sad
312,data/train-custom\11_02_01_01_dogs-sitting_sad.wav,sad
313,data/train-custom\11_02_01_01_kids-talking_sad.wav,sad
314,data/train-custom\11_02_01_02_dogs-sitting_sad.wav,sad
315,data/train-custom\11_02_01_02_kids-talking_sad.wav,sad
316,data/train-custom\11_02_02_01_dogs-sitting_sad.wav,sad
317,data/train-custom\11_02_02_01_kids-talking_sad.wav,sad
318,data/train-custom\11_02_02_02_dogs-sitting_sad.wav,sad
319,data/train-custom\11_02_02_02_kids-talking_sad.wav,sad
320,data/train-custom\12_01_01_01_dogs-sitting_sad.wav,sad
321,data/train-custom\12_01_01_01_kids-talking_sad.wav,sad
322,data/train-custom\12_01_01_02_dogs-sitting_sad.wav,sad
323,data/train-custom\12_01_01_02_kids-talking_sad.wav,sad
324,data/train-custom\12_01_02_01_dogs-sitting_sad.wav,sad
325,data/train-custom\12_01_02_01_kids-talking_sad.wav,sad
326,data/train-custom\12_01_02_02_dogs-sitting_sad.wav,sad
327,data/train-custom\12_01_02_02_kids-talking_sad.wav,sad
328,data/train-custom\12_02_01_01_dogs-sitting_sad.wav,sad
329,data/train-custom\12_02_01_01_kids-talking_sad.wav,sad
330,data/train-custom\12_02_01_02_dogs-sitting_sad.wav,sad
331,data/train-custom\12_02_01_02_kids-talking_sad.wav,sad
332,data/train-custom\12_02_02_01_dogs-sitting_sad.wav,sad
333,data/train-custom\12_02_02_01_kids-talking_sad.wav,sad
334,data/train-custom\12_02_02_02_dogs-sitting_sad.wav,sad
335,data/train-custom\12_02_02_02_kids-talking_sad.wav,sad
336,data/train-custom\13_01_01_01_dogs-sitting_sad.wav,sad
337,data/train-custom\13_01_01_01_kids-talking_sad.wav,sad
338,data/train-custom\13_01_01_02_dogs-sitting_sad.wav,sad
339,data/train-custom\13_01_01_02_kids-talking_sad.wav,sad
340,data/train-custom\13_01_02_01_dogs-sitting_sad.wav,sad
341,data/train-custom\13_01_02_01_kids-talking_sad.wav,sad
342,data/train-custom\13_01_02_02_dogs-sitting_sad.wav,sad
343,data/train-custom\13_01_02_02_kids-talking_sad.wav,sad
344,data/train-custom\13_02_01_01_dogs-sitting_sad.wav,sad
345,data/train-custom\13_02_01_01_kids-talking_sad.wav,sad
346,data/train-custom\13_02_01_02_dogs-sitting_sad.wav,sad
347,data/train-custom\13_02_01_02_kids-talking_sad.wav,sad
348,data/train-custom\13_02_02_01_dogs-sitting_sad.wav,sad
349,data/train-custom\13_02_02_01_kids-talking_sad.wav,sad
350,data/train-custom\13_02_02_02_dogs-sitting_sad.wav,sad
351,data/train-custom\13_02_02_02_kids-talking_sad.wav,sad
352,data/train-custom\14_02_01_01_dogs-sitting_sad.wav,sad
353,data/train-custom\14_02_01_01_kids-talking_sad.wav,sad
354,data/train-custom\14_02_01_02_dogs-sitting_sad.wav,sad
355,data/train-custom\14_02_01_02_kids-talking_sad.wav,sad
356,data/train-custom\14_02_02_01_dogs-sitting_sad.wav,sad
357,data/train-custom\14_02_02_01_kids-talking_sad.wav,sad
358,data/train-custom\14_02_02_02_dogs-sitting_sad.wav,sad
359,data/train-custom\14_02_02_02_kids-talking_sad.wav,sad
360,data/train-custom\15_02_01_01_dogs-sitting_sad.wav,sad
361,data/train-custom\15_02_01_01_kids-talking_sad.wav,sad
362,data/train-custom\15_02_01_02_dogs-sitting_sad.wav,sad
363,data/train-custom\15_02_01_02_kids-talking_sad.wav,sad
364,data/train-custom\15_02_02_01_dogs-sitting_sad.wav,sad
365,data/train-custom\15_02_02_01_kids-talking_sad.wav,sad
366,data/train-custom\15_02_02_02_dogs-sitting_sad.wav,sad
367,data/train-custom\15_02_02_02_kids-talking_sad.wav,sad
368,data/train-custom\16_02_01_01_dogs-sitting_sad.wav,sad
369,data/train-custom\16_02_01_01_kids-talking_sad.wav,sad
370,data/train-custom\16_02_01_02_dogs-sitting_sad.wav,sad
371,data/train-custom\16_02_01_02_kids-talking_sad.wav,sad
372,data/train-custom\16_02_02_01_dogs-sitting_sad.wav,sad
373,data/train-custom\16_02_02_01_kids-talking_sad.wav,sad
374,data/train-custom\16_02_02_02_dogs-sitting_sad.wav,sad
375,data/train-custom\16_02_02_02_kids-talking_sad.wav,sad
376,data/train-custom\18_01_01_01_dogs-sitting_sad.wav,sad
377,data/train-custom\18_01_01_01_kids-talking_sad.wav,sad
378,data/train-custom\18_01_01_02_dogs-sitting_sad.wav,sad
379,data/train-custom\18_01_01_02_kids-talking_sad.wav,sad
380,data/train-custom\18_01_02_01_dogs-sitting_sad.wav,sad
381,data/train-custom\18_01_02_01_kids-talking_sad.wav,sad
382,data/train-custom\18_01_02_02_dogs-sitting_sad.wav,sad
383,data/train-custom\18_01_02_02_kids-talking_sad.wav,sad
384,data/train-custom\19_01_01_01_dogs-sitting_sad.wav,sad
385,data/train-custom\19_01_01_01_kids-talking_sad.wav,sad
386,data/train-custom\19_01_01_02_dogs-sitting_sad.wav,sad
387,data/train-custom\19_01_01_02_kids-talking_sad.wav,sad
388,data/train-custom\19_01_02_01_dogs-sitting_sad.wav,sad
389,data/train-custom\19_01_02_01_kids-talking_sad.wav,sad
390,data/train-custom\19_01_02_02_dogs-sitting_sad.wav,sad
391,data/train-custom\19_01_02_02_kids-talking_sad.wav,sad
392,data/train-custom\19_02_01_01_dogs-sitting_sad.wav,sad
393,data/train-custom\19_02_01_01_kids-talking_sad.wav,sad
394,data/train-custom\19_02_01_02_dogs-sitting_sad.wav,sad
395,data/train-custom\19_02_01_02_kids-talking_sad.wav,sad
396,data/train-custom\19_02_02_01_dogs-sitting_sad.wav,sad
397,data/train-custom\19_02_02_01_kids-talking_sad.wav,sad
398,data/train-custom\19_02_02_02_dogs-sitting_sad.wav,sad
399,data/train-custom\19_02_02_02_kids-talking_sad.wav,sad
400,data/train-custom\20_01_01_01_dogs-sitting_sad.wav,sad
401,data/train-custom\20_01_01_01_kids-talking_sad.wav,sad
402,data/train-custom\20_01_01_02_dogs-sitting_sad.wav,sad
403,data/train-custom\20_01_01_02_kids-talking_sad.wav,sad
404,data/train-custom\20_01_02_01_dogs-sitting_sad.wav,sad
405,data/train-custom\20_01_02_01_kids-talking_sad.wav,sad
406,data/train-custom\20_01_02_02_dogs-sitting_sad.wav,sad
407,data/train-custom\20_01_02_02_kids-talking_sad.wav,sad
408,data/train-custom\21_01_01_01_dogs-sitting_sad.wav,sad
409,data/train-custom\21_01_01_01_kids-talking_sad.wav,sad
410,data/train-custom\21_01_01_02_dogs-sitting_sad.wav,sad
411,data/train-custom\21_01_01_02_kids-talking_sad.wav,sad
412,data/train-custom\21_01_02_01_dogs-sitting_sad.wav,sad
413,data/train-custom\21_01_02_01_kids-talking_sad.wav,sad
414,data/train-custom\21_01_02_02_dogs-sitting_sad.wav,sad
415,data/train-custom\21_01_02_02_kids-talking_sad.wav,sad
416,data/train-custom\22_01_01_01_dogs-sitting_sad.wav,sad
417,data/train-custom\22_01_01_01_kids-talking_sad.wav,sad
418,data/train-custom\22_01_01_02_dogs-sitting_sad.wav,sad
419,data/train-custom\22_01_01_02_kids-talking_sad.wav,sad
420,data/train-custom\22_01_02_01_dogs-sitting_sad.wav,sad
421,data/train-custom\22_01_02_01_kids-talking_sad.wav,sad
422,data/train-custom\22_01_02_02_dogs-sitting_sad.wav,sad
423,data/train-custom\22_01_02_02_kids-talking_sad.wav,sad
424,data/train-custom\23_01_01_01_dogs-sitting_sad.wav,sad
425,data/train-custom\23_01_01_01_kids-talking_sad.wav,sad
426,data/train-custom\23_01_01_02_dogs-sitting_sad.wav,sad
427,data/train-custom\23_01_01_02_kids-talking_sad.wav,sad
